id,title,description,image_link,link,product_type,brand,price,availability,item_group_id,checkout_url,additional_image_link,sale_price_effective_date,sale_price,condition,visibility,default_product,variant
wc_post_id_1963,"Tabla de Quesos Gourmet","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/queso-gourmet-min-scaled.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-gourmet-2/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",5535ARS,in stock,wc_post_id_1234,https://latablita.com.ar/carrito/?add-to-cart=1234&variation_id=1963&attribute_pa_tamano-picadas=chica,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5535ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1962,"Tabla de Quesos Gourmet","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/queso-gourmet-min-scaled.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-gourmet-2/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",2950ARS,in stock,wc_post_id_1234,https://latablita.com.ar/carrito/?add-to-cart=1234&variation_id=1962&attribute_pa_tamano-picadas=express,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2950ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1961,"Tabla de Salmón","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-salmon-1.jpg,https://latablita.com.ar/tienda/tabla-de-salmon-4/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",10870ARS,in stock,wc_post_id_1212,https://latablita.com.ar/carrito/?add-to-cart=1212&variation_id=1961&attribute_pa_tamano-picadas=grande,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,10870ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1960,"Tabla de Salmón","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-salmon-1.jpg,https://latablita.com.ar/tienda/tabla-de-salmon-4/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",8480ARS,in stock,wc_post_id_1212,https://latablita.com.ar/carrito/?add-to-cart=1212&variation_id=1960&attribute_pa_tamano-picadas=mediana,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8480ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1959,"Tabla de Salmón","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-salmon-1.jpg,https://latablita.com.ar/tienda/tabla-de-salmon-4/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",5535ARS,in stock,wc_post_id_1212,https://latablita.com.ar/carrito/?add-to-cart=1212&variation_id=1959&attribute_pa_tamano-picadas=chica,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5535ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1958,"Tabla de Salmón","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-salmon-1.jpg,https://latablita.com.ar/tienda/tabla-de-salmon-4/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",2950ARS,in stock,wc_post_id_1212,https://latablita.com.ar/carrito/?add-to-cart=1212&variation_id=1958&attribute_pa_tamano-picadas=express,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2950ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1956,"Tabla Vegetariana","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-vegetariana-1.jpg,https://latablita.com.ar/tienda/tabla-vegetariana-4/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",8990ARS,in stock,wc_post_id_1216,https://latablita.com.ar/carrito/?add-to-cart=1216&variation_id=1956&attribute_pa_tamano-picadas=grande,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8990ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1952,"Tabla Vegetariana","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-vegetariana-1.jpg,https://latablita.com.ar/tienda/tabla-vegetariana-4/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",7660ARS,in stock,wc_post_id_1216,https://latablita.com.ar/carrito/?add-to-cart=1216&variation_id=1952&attribute_pa_tamano-picadas=mediana,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,7660ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1951,"Tabla Vegetariana","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-vegetariana-1.jpg,https://latablita.com.ar/tienda/tabla-vegetariana-4/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",4390ARS,in stock,wc_post_id_1216,https://latablita.com.ar/carrito/?add-to-cart=1216&variation_id=1951&attribute_pa_tamano-picadas=chica,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4390ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1950,"Tabla Vegetariana","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-vegetariana-1.jpg,https://latablita.com.ar/tienda/tabla-vegetariana-4/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",2545ARS,in stock,wc_post_id_1216,https://latablita.com.ar/carrito/?add-to-cart=1216&variation_id=1950&attribute_pa_tamano-picadas=express,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2545ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1945,"Tabla La Española","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-espanola/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",8725ARS,in stock,wc_post_id_1221,https://latablita.com.ar/carrito/?add-to-cart=1221&variation_id=1945&attribute_pa_tamano-picadas=grande,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-chica.jpg,https://latablita.com.ar/wp-content/uploads/2020/09/tabla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8725ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1944,"Tabla La Española","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-espanola/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",6090ARS,in stock,wc_post_id_1221,https://latablita.com.ar/carrito/?add-to-cart=1221&variation_id=1944&attribute_pa_tamano-picadas=mediana,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-chica.jpg,https://latablita.com.ar/wp-content/uploads/2020/09/tabla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6090ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1943,"Tabla La Española","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-espanola/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",4170ARS,in stock,wc_post_id_1221,https://latablita.com.ar/carrito/?add-to-cart=1221&variation_id=1943&attribute_pa_tamano-picadas=chica,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-chica.jpg,https://latablita.com.ar/wp-content/uploads/2020/09/tabla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4170ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1942,"Tabla La Española","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-espanola/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",2220ARS,in stock,wc_post_id_1221,https://latablita.com.ar/carrito/?add-to-cart=1221&variation_id=1942&attribute_pa_tamano-picadas=express,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-espanola-chica.jpg,https://latablita.com.ar/wp-content/uploads/2020/09/tabla.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2220ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1940,"Tabla de Quesos","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-quesos.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-3/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",8725ARS,in stock,wc_post_id_1219,https://latablita.com.ar/carrito/?add-to-cart=1219&variation_id=1940&attribute_pa_tamano-picadas=grande,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8725ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1939,"Tabla de Quesos","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-quesos.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-3/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",6090ARS,in stock,wc_post_id_1219,https://latablita.com.ar/carrito/?add-to-cart=1219&variation_id=1939&attribute_pa_tamano-picadas=mediana,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6090ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1938,"Tabla de Quesos","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-quesos.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-3/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",4170ARS,in stock,wc_post_id_1219,https://latablita.com.ar/carrito/?add-to-cart=1219&variation_id=1938&attribute_pa_tamano-picadas=chica,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4170ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1937,"Tabla de Quesos","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-quesos.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-3/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",2220ARS,in stock,wc_post_id_1219,https://latablita.com.ar/carrito/?add-to-cart=1219&variation_id=1937&attribute_pa_tamano-picadas=express,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2220ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1934,"Tablas Sabores Del Sur","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/del-sur.jpg,https://latablita.com.ar/tienda/tablas-sabores-del-sur-2/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",11990ARS,in stock,wc_post_id_1203,https://latablita.com.ar/carrito/?add-to-cart=1203&variation_id=1934&attribute_pa_tamano-picadas=grande,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-sabores-del-sur-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,11990ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1933,"Tablas Sabores Del Sur","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/del-sur.jpg,https://latablita.com.ar/tienda/tablas-sabores-del-sur-2/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",9425ARS,in stock,wc_post_id_1203,https://latablita.com.ar/carrito/?add-to-cart=1203&variation_id=1933&attribute_pa_tamano-picadas=mediana,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-sabores-del-sur-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,9425ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1932,"Tablas Sabores Del Sur","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/del-sur.jpg,https://latablita.com.ar/tienda/tablas-sabores-del-sur-2/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",6150ARS,in stock,wc_post_id_1203,https://latablita.com.ar/carrito/?add-to-cart=1203&variation_id=1932&attribute_pa_tamano-picadas=chica,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-sabores-del-sur-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6150ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1931,"Tablas Sabores Del Sur","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/del-sur.jpg,https://latablita.com.ar/tienda/tablas-sabores-del-sur-2/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",3280ARS,in stock,wc_post_id_1203,https://latablita.com.ar/carrito/?add-to-cart=1203&variation_id=1931&attribute_pa_tamano-picadas=express,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-sabores-del-sur-2.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3280ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1928,"Tabla de Fiambres y Quesos","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q-1-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",8140ARS,in stock,wc_post_id_1194,https://latablita.com.ar/carrito/?add-to-cart=1194&variation_id=1928&attribute_pa_tamano-picadas=grande,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8140ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1927,"Tabla de Fiambres y Quesos","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q-1-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",5770ARS,in stock,wc_post_id_1194,https://latablita.com.ar/carrito/?add-to-cart=1194&variation_id=1927&attribute_pa_tamano-picadas=mediana,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,5770ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1926,"Tabla de Fiambres y Quesos","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q-1-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",3840ARS,in stock,wc_post_id_1194,https://latablita.com.ar/carrito/?add-to-cart=1194&variation_id=1926&attribute_pa_tamano-picadas=chica,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3840ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1925,"Tabla de Fiambres y Quesos","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q-1-1.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",2090ARS,in stock,wc_post_id_1194,https://latablita.com.ar/carrito/?add-to-cart=1194&variation_id=1925&attribute_pa_tamano-picadas=express,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-f-y-q.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2090ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1917,"Tabla de Pate Amour","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/pate-amour-min-scaled.jpg,https://latablita.com.ar/tienda/tabla-de-pate-amour/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",3150ARS,in stock,wc_post_id_1252,https://latablita.com.ar/carrito/?add-to-cart=1252&variation_id=1917&attribute_pa_tamano-picadas=express,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3150ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas:01-Express Comen 2 personas"
wc_post_id_1916,"Tabla La Italiana","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-italiana.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-italiana-2/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",8725ARS,in stock,wc_post_id_1226,https://latablita.com.ar/carrito/?add-to-cart=1226&variation_id=1916&attribute_pa_tamano-picadas=grande,"https://latablita.com.ar/wp-content/uploads/2020/09/la-italiana.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8725ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1915,"Tabla La Italiana","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-italiana.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-italiana-2/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",6090ARS,in stock,wc_post_id_1226,https://latablita.com.ar/carrito/?add-to-cart=1226&variation_id=1915&attribute_pa_tamano-picadas=mediana,"https://latablita.com.ar/wp-content/uploads/2020/09/la-italiana.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6090ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1914,"Tabla La Italiana","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-italiana.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-italiana-2/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",4170ARS,in stock,wc_post_id_1226,https://latablita.com.ar/carrito/?add-to-cart=1226&variation_id=1914&attribute_pa_tamano-picadas=chica,"https://latablita.com.ar/wp-content/uploads/2020/09/la-italiana.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,4170ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1913,"Tabla La Italiana","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/tabla-italiana.jpg,https://latablita.com.ar/tienda/tabla-de-quesos-y-fiambres-la-italiana-2/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",2220ARS,in stock,wc_post_id_1226,https://latablita.com.ar/carrito/?add-to-cart=1226&variation_id=1913&attribute_pa_tamano-picadas=express,"https://latablita.com.ar/wp-content/uploads/2020/09/la-italiana.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,2220ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1908,"Tabla Premium Al Cuore","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/al-coure.jpg,https://latablita.com.ar/tienda/tabla-de-fiambres-y-quesos-premium-al-cuore-3/?attribute_pa_tamano-picadas=grande,"Tablas y Picadas","Fiambrería La Tablita",14030ARS,in stock,wc_post_id_1231,https://latablita.com.ar/carrito/?add-to-cart=1231&variation_id=1908&attribute_pa_tamano-picadas=grande,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-al-cuore.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,14030ARS,new,published,,"tamano-picadas:02-Chica Comen 4 personas/01-Express Comen 2 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
wc_post_id_1907,"Tabla Premium Al Cuore","Comen 7/8 personas 
Tablita de 36 cm x 32 cm",https://latablita.com.ar/wp-content/uploads/2020/09/al-coure.jpg,https://latablita.com.ar/tienda/tabla-de-fiambres-y-quesos-premium-al-cuore-3/?attribute_pa_tamano-picadas=mediana,"Tablas y Picadas","Fiambrería La Tablita",8640ARS,in stock,wc_post_id_1231,https://latablita.com.ar/carrito/?add-to-cart=1231&variation_id=1907&attribute_pa_tamano-picadas=mediana,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-al-cuore.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8640ARS,new,published,,"tamano-picadas:02-Chica Comen 4 personas/01-Express Comen 2 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:03-Mediana Comen 7/8 personas"
wc_post_id_1906,"Tabla Premium Al Cuore","Comen 4 personas 
Tablita de 34 cm x 24 cm",https://latablita.com.ar/wp-content/uploads/2020/09/al-coure.jpg,https://latablita.com.ar/tienda/tabla-de-fiambres-y-quesos-premium-al-cuore-3/?attribute_pa_tamano-picadas=chica,"Tablas y Picadas","Fiambrería La Tablita",6770ARS,in stock,wc_post_id_1231,https://latablita.com.ar/carrito/?add-to-cart=1231&variation_id=1906&attribute_pa_tamano-picadas=chica,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-al-cuore.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,6770ARS,new,published,,"tamano-picadas:02-Chica Comen 4 personas/01-Express Comen 2 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:02-Chica Comen 4 personas"
wc_post_id_1905,"Tabla Premium Al Cuore","Comen 2 personas 
Tablita de 30cm x 21cm",https://latablita.com.ar/wp-content/uploads/2020/09/al-coure.jpg,https://latablita.com.ar/tienda/tabla-de-fiambres-y-quesos-premium-al-cuore-3/?attribute_pa_tamano-picadas=express,"Tablas y Picadas","Fiambrería La Tablita",3700ARS,in stock,wc_post_id_1231,https://latablita.com.ar/carrito/?add-to-cart=1231&variation_id=1905&attribute_pa_tamano-picadas=express,"https://latablita.com.ar/wp-content/uploads/2020/09/tabla-al-cuore.jpg",1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,3700ARS,new,published,,"tamano-picadas:02-Chica Comen 4 personas/01-Express Comen 2 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:01-Express Comen 2 personas"
wc_post_id_1901,"Tabla Apto Celiaco","Comen 10 personas 
Tablita de 48 cm x 36 cm",https://latablita.com.ar/wp-content/uploads/2020/09/celiacos-min-scaled.jpg,https://latablita.com.ar/tienda/tabla-de-fiambres-y-quesos-aptos-celiacos/?attribute_pa_tamano-picadas=grande,"Aptos Celiacos, Tablas y Picadas","Fiambrería La Tablita",8990ARS,in stock,wc_post_id_1248,https://latablita.com.ar/carrito/?add-to-cart=1248&variation_id=1901&attribute_pa_tamano-picadas=grande,,1970-01-29T00:00+00:00/1970-01-30T23:59+00:00,8990ARS,new,published,,"tamano-picadas:01-Express Comen 2 personas/02-Chica Comen 4 personas/03-Mediana Comen 7/8 personas/04-Grande Comen 10 personas:04-Grande Comen 10 personas"
